,X,Y,Z(intensidade)
445,45,-8,5.32057e-11
446,46,-8,1.20509e-10
447,47,-8,2.20781e-10
448,48,-8,4.39288e-10
449,49,-8,6.49383e-10
450,49,-9,1.29649e-09
451,48,-9,1.51159e-09
452,47,-9,1.51204e-09
453,46,-9,1.46566e-09
454,45,-9,1.22191e-09
455,44,-9,6.8508e-10
456,43,-9,2.90358e-10
457,42,-9,1.03683e-10
458,41,-9,4.52476e-11
459,40,-9,2.25101e-11
460,39,-9,1.50068e-11
461,38,-9,1.15961e-11
462,37,-9,7.73076e-12
463,36,-9,5.68437e-12
464,35,-9,4.77487e-12
465,34,-9,2.7285e-12
466,33,-9,1.36425e-12
467,32,-9,1.13688e-12
468,31,-9,0.0
469,30,-9,-9.09502e-13
470,29,-9,0.0
471,28,-9,0.0
472,27,-9,-2.27375e-12
473,26,-9,9.09502e-13
474,25,-9,2.27375e-12
475,24,-9,2.50112e-12
476,23,-9,1.13688e-12
477,22,-9,9.09502e-13
478,21,-9,-6.82124e-13
479,20,-9,-2.04638e-12
480,19,-9,-4.32013e-12
481,18,-9,-5.00225e-12
482,17,-9,-5.22962e-12
483,16,-9,-4.5475e-12
484,15,-9,-4.32013e-12
485,14,-9,-4.32013e-12
486,13,-9,-3.86538e-12
487,12,-9,-3.18325e-12
488,11,-9,-3.86538e-12
489,10,-9,-4.77487e-12
490,9,-9,-4.5475e-12
491,8,-9,-3.86538e-12
492,7,-9,-4.09275e-12
493,6,-9,-5.00225e-12
494,5,-9,-4.5475e-12
495,4,-9,-4.5475e-12
496,3,-9,-4.5475e-12
497,2,-9,-5.22962e-12
498,1,-9,-5.457e-12
499,0,-9,-5.457e-12
500,0,-10,-5.00225e-12
501,1,-10,-6.59386e-12
502,2,-10,-6.36649e-12
503,3,-10,-5.91174e-12
504,4,-10,-6.82124e-12
505,5,-10,-5.91174e-12
506,6,-10,-5.22962e-12
507,7,-10,-4.77487e-12
508,8,-10,-5.68437e-12
509,9,-10,-5.68437e-12
510,10,-10,-5.68437e-12
511,11,-10,-5.00225e-12
512,12,-10,-4.09275e-12
513,13,-10,-3.86538e-12
514,14,-10,-4.5475e-12
515,15,-10,-5.457e-12
516,16,-10,-5.22962e-12
517,17,-10,-5.22962e-12
518,18,-10,-5.22962e-12
519,19,-10,-4.77487e-12
520,20,-10,-5.22962e-12
521,21,-10,-5.68437e-12
522,22,-10,-5.68437e-12
523,23,-10,-3.18325e-12
524,24,-10,0.0
525,25,-10,1.36425e-12
526,26,-10,2.04638e-12
527,27,-10,3.63801e-12
528,28,-10,2.27375e-12
529,29,-10,-1.36425e-12
530,30,-10,-2.04638e-12
531,31,-10,-9.09502e-13
532,32,-10,-1.36425e-12
533,33,-10,-2.04638e-12
534,34,-10,0.0
535,35,-10,1.13688e-12
536,36,-10,1.819e-12
537,37,-10,3.63801e-12
538,38,-10,4.32013e-12
539,39,-10,5.457e-12
540,40,-10,8.64026e-12
541,41,-10,1.0914e-11
542,42,-10,1.54615e-11
543,43,-10,2.41017e-11
544,44,-10,4.61571e-11
545,45,-10,1.43701e-10
546,46,-10,4.13594e-10
547,47,-10,9.21776e-10
548,48,-10,1.52568e-09
549,49,-10,1.6903e-09
550,49,-11,1.73987e-09
551,48,-11,1.7401e-09
552,47,-11,1.74624e-09
553,46,-11,1.73396e-09
554,45,-11,1.60231e-09
555,44,-11,1.02228e-09
