,X,Y,Z(intensidade)
714,5,-23,-3.18325e-11
715,4,-23,-3.00135e-11
716,3,-23,-3.00135e-11
717,2,-23,-3.18325e-11
718,1,-23,-3.4561e-11
719,0,-23,-3.18325e-11
720,0,-24,-3.18325e-11
721,1,-24,-3.25147e-11
722,2,-24,-3.29694e-11
723,3,-24,-3.22873e-11
724,4,-24,-3.43336e-11
725,5,-24,-3.68348e-11
726,6,-24,-3.29694e-11
727,7,-24,-3.2742e-11
728,8,-24,-3.31968e-11
729,9,-24,-3.41063e-11
730,10,-24,-3.68348e-11
731,11,-24,-3.50158e-11
732,12,-24,-3.18325e-11
733,13,-24,-2.50112e-11
734,14,-24,-1.88721e-11
735,15,-24,-1.54615e-11
736,16,-24,-1.2733e-11
737,17,-24,-8.18551e-12
738,18,-24,-3.86538e-12
739,19,-24,-2.27375e-12
740,20,-24,-2.04638e-12
741,21,-24,-7.04861e-12
742,22,-24,-1.90995e-11
743,23,-24,-2.31922e-11
744,24,-24,-2.95588e-11
745,25,-24,-3.638e-11
746,26,-24,-3.41063e-11
747,27,-24,-3.13778e-11
748,28,-24,-3.95632e-11
749,29,-24,-5.50247e-11
750,29,-25,-6.25282e-11
751,28,-25,-6.38924e-11
752,27,-25,-6.36651e-11
753,26,-25,-6.38924e-11
754,25,-25,-5.88902e-11
755,24,-25,-4.43381e-11
756,23,-25,-3.18325e-11
757,22,-25,-3.20599e-11
758,21,-25,-3.4561e-11
759,20,-25,-3.22873e-11
760,19,-25,-2.45565e-11
761,18,-25,-1.75079e-11
762,17,-25,-8.86763e-12
763,16,-25,-7.95813e-12
764,15,-25,-8.18551e-12
765,14,-25,-1.13687e-11
766,13,-25,-1.70531e-11
767,12,-25,-2.06911e-11
768,11,-25,-2.31922e-11
769,10,-25,-2.56933e-11
770,9,-25,-2.88766e-11
771,8,-25,-3.0923e-11
772,7,-25,-3.20599e-11
773,6,-25,-3.34242e-11
774,5,-25,-3.43336e-11
775,4,-25,-3.29694e-11
776,3,-25,-3.34242e-11
777,2,-25,-3.47884e-11
778,1,-25,-3.8199e-11
779,0,-25,-3.68348e-11
780,0,-26,-3.54705e-11
781,1,-26,-3.50158e-11
782,2,-26,-3.56979e-11
783,3,-26,-3.54705e-11
784,4,-26,-3.72895e-11
785,5,-26,-3.93359e-11
786,6,-26,-3.56979e-11
787,7,-26,-3.4561e-11
788,8,-26,-3.4561e-11
789,9,-26,-3.38789e-11
790,10,-26,-3.2742e-11
791,11,-26,-2.88766e-11
792,12,-26,-2.88766e-11
793,13,-26,-2.88766e-11
794,14,-26,-3.06957e-11
795,15,-26,-2.93314e-11
796,16,-26,-2.66028e-11
797,17,-26,-2.38743e-11
798,18,-26,-1.61436e-11
799,19,-26,-1.6371e-11
800,20,-26,-1.50068e-11
801,21,-26,-1.72805e-11
802,22,-26,-2.43291e-11
803,23,-26,-3.25147e-11
804,24,-26,-3.47884e-11
805,25,-26,-3.22873e-11
806,26,-26,-3.11504e-11
807,27,-26,-4.29738e-11
808,28,-26,-5.95723e-11
809,29,-26,-6.48019e-11
810,29,-27,-6.59388e-11
811,28,-27,-6.61662e-11
812,27,-27,-6.70757e-11
813,26,-27,-6.70757e-11
814,25,-27,-6.63936e-11
815,24,-27,-6.50293e-11
816,23,-27,-5.18414e-11
817,22,-27,-3.38789e-11
818,21,-27,-3.13778e-11
819,20,-27,-3.50158e-11
820,19,-27,-3.75169e-11
821,18,-27,-3.38789e-11
822,17,-27,-2.93314e-11
823,16,-27,-2.88766e-11
824,15,-27,-2.81944e-11
825,14,-27,-3.2742e-11
826,13,-27,-4.0018e-11
827,12,-27,-3.68348e-11
828,11,-27,-3.43336e-11
829,10,-27,-3.25147e-11
830,9,-27,-2.97862e-11
831,8,-27,-2.95588e-11
832,7,-27,-2.95588e-11
833,6,-27,-3.06957e-11
834,5,-27,-3.31968e-11
835,4,-27,-3.50158e-11
836,3,-27,-3.61526e-11
837,2,-27,-3.8199e-11
838,1,-27,-4.02454e-11
839,0,-27,-3.75169e-11
840,0,-28,-3.75169e-11
841,1,-28,-3.84264e-11
842,2,-28,-3.88811e-11
843,3,-28,-3.88811e-11
844,4,-28,-4.02454e-11
845,5,-28,-4.25191e-11
846,6,-28,-3.86537e-11
847,7,-28,-3.66074e-11
848,8,-28,-3.638e-11
849,9,-28,-3.34242e-11
850,10,-28,-3.20599e-11
851,11,-28,-3.0923e-11
852,12,-28,-3.18325e-11
853,13,-28,-3.22873e-11
